0 133.360864980 3091.26506019 14000.0
1 483.360865022 3100.02053579 14000.0
2 833.360865064 3091.26506019 14000.0
3 1183.36086511 3100.02053579 14000.0
4 1533.36086515 3091.26506019 14000.0
5 1883.36086519 3100.02053579 14000.0
6 2233.36086523 3091.26506019 14000.0
7 2583.36086527 3100.02053579 14000.0
8 2933.36086532 3091.26506019 14000.0
9 3283.36086536 3100.02053579 14000.0
10 3633.36086540 3091.26506019 14000.0
11 3983.36086544 3100.02053579 14000.0
12 4333.36086548 3091.26506019 14000.0
13 4683.36086553 3100.02053579 14000.0
14 5033.36086557 3091.26506019 14000.0
15 5383.36086561 3100.02053579 14000.0
16 5733.36086565 3091.26506019 14000.0
17 6083.36086569 3100.02053579 14000.0
18 6432.92309196 3082.52053579 14000.0
19 6778.98969595 3030.19553578 14000.0
20 7118.10001165 2943.56878577 14000.0
21 7446.86293589 2823.50655326 14000.0
22 7761.99083942 2671.20946056 14000.0
23 8060.33244322 2488.20047862 14000.0
24 8338.90433125 2276.30969724 14000.0
25 8594.92078461 2037.65602424 14000.0
26 8825.82163879 1774.62599636 14000.0
27 9029.29788524 1489.84991386 14000.0
28 9203.31476149 1186.17553758 14000.0
29 9354.12549594 870.212279028 14000.0
30 9528.14237219 566.537902748 14000.0
31 9724.49476138 276.671730795 14000.0
