0 -2093.20242808 3935.25216918 14000.0
1 -1843.20242808 3936.03342680 14000.0
2 -1593.20242808 3935.25216918 14000.0
3 -1343.20242808 3936.03342680 14000.0
4 -1093.20242808 3935.25216918 14000.0
5 -843.202428085 3936.03342680 14000.0
6 -593.202428085 3935.25216918 14000.0
7 -343.202428085 3936.03342680 14000.0
8 -93.2024280846 3935.25216918 14000.0
9 156.797571915 3936.03342680 14000.0
10 406.797571915 3935.25216918 14000.0
11 656.797571915 3936.03342680 14000.0
12 906.797571915 3935.25216918 14000.0
13 1156.79757192 3936.03342680 14000.0
14 1406.79757192 3935.25216918 14000.0
15 1656.79757192 3936.03342680 14000.0
16 1906.79757192 3935.25216918 14000.0
17 2156.79757192 3936.03342680 14000.0
18 2406.79757192 3935.25216918 14000.0
19 2656.79757192 3936.03342680 14000.0
20 2906.79757192 3935.25216918 14000.0
21 3156.79757192 3936.03342680 14000.0
22 3406.79757192 3935.25216918 14000.0
23 3656.79757192 3936.03342680 14000.0
24 3906.79757192 3935.25216918 14000.0
25 4156.79757192 3936.03342680 14000.0
26 4406.79757192 3935.25216918 14000.0
27 4656.79757192 3936.03342680 14000.0
28 4906.79757192 3935.25216918 14000.0
29 5156.79757192 3936.03342680 14000.0
30 5406.79757192 3935.25216918 14000.0
31 5656.79757192 3936.03342680 14000.0
32 5906.79757192 3935.25216918 14000.0
33 6156.79757192 3936.03342680 14000.0
34 6406.79757192 3935.25216918 14000.0
35 6656.79757192 3936.03342680 14000.0
36 6906.79757192 3935.25216918 14000.0
37 7156.79757192 3936.03342680 14000.0
38 7406.79757192 3935.25216918 14000.0
39 7656.79757192 3936.03342680 14000.0
40 7906.79757192 3935.25216918 14000.0
41 8156.79757192 3936.03342680 14000.0
42 8406.79757192 3935.25216918 14000.0
43 8656.79757192 3936.03342680 14000.0
44 8906.79757192 3935.25216918 14000.0
45 9156.79757192 3936.03342680 14000.0
46 9406.79757192 3935.25216918 14000.0
47 9656.79757192 3936.03342680 14000.0
48 9906.79757192 3935.25216918 14000.0
49 10156.7975719 3936.03342680 14000.0
50 10406.7975719 3935.25216918 14000.0
51 10656.7975719 3936.03342680 14000.0
52 10906.7975719 3935.25216918 14000.0
53 11156.7975719 3936.03342680 14000.0
54 11406.7975719 3935.25216918 14000.0
55 11656.7975719 3936.03342680 14000.0
56 11906.7975719 3935.25216918 14000.0
57 12156.7975719 3936.03342680 14000.0
58 12406.7975719 3935.25216918 14000.0
59 12656.7975719 3936.03342680 14000.0
60 12906.7975719 3935.25216918 14000.0
61 13156.7975719 3936.03342680 14000.0
62 13406.7975719 3935.25216918 14000.0
63 13656.7975719 3936.03342680 14000.0
64 13906.7975719 3935.25216918 14000.0
65 14156.7975719 3936.03342680 14000.0
66 14406.7975719 3935.25216917 14000.0
67 14656.7975719 3936.03342680 14000.0
68 14906.7975719 3935.25216917 14000.0
69 15156.7975719 3936.03342680 14000.0
70 15406.7975719 3935.25216917 14000.0
71 15656.7975719 3936.03342680 14000.0
72 15906.7975719 3935.25216917 14000.0
73 16156.7975719 3936.03342680 14000.0
74 16406.7975719 3935.25216917 14000.0
75 16656.7975719 3936.03342680 14000.0
76 16906.7975719 3935.25216917 14000.0
77 17156.7975719 3936.03342680 14000.0
78 17406.7975719 3935.25216917 14000.0
