0 133.360790896 3091.26210065 14000.0
1 483.360938910 3100.01165715 14000.0
2 833.360790784 3091.25026246 14000.0
3 1183.36093880 3099.99981897 14000.0
4 1533.36079067 3091.23842428 14000.0
5 1883.36093869 3099.98798078 14000.0
6 2233.36079056 3091.22658609 14000.0
7 2583.36093858 3099.97614260 14000.0
8 2933.36079045 3091.21474791 14000.0
9 3283.36093846 3099.96430441 14000.0
10 3632.92286867 3082.45839273 14000.0
11 3980.29767768 3038.78459719 14000.0
12 4329.85960789 3021.27868550 14000.0
13 4679.85975590 3030.02824200 14000.0
14 5029.42168611 3012.52233032 14000.0
15 5376.79649512 2968.84853477 14000.0
16 5725.92050367 2942.59810609 14000.0
17 6071.98622266 2890.26725353 14000.0
18 6411.09507326 2803.63476861 14000.0
19 6739.85596695 2683.56697619 14000.0
20 7058.79123805 2539.14761739 14000.0
21 7384.54855852 2410.85565931 14000.0
22 7699.67388637 2258.55323731 14000.0
23 7998.01239509 2075.53920996 14000.0
24 8276.58069961 1863.64371752 14000.0
25 8532.59311686 1624.98571492 14000.0
26 8763.48952270 1361.95178218 14000.0
27 8966.96095304 1077.17225864 14000.0
28 9148.56937747 777.847955375 14000.0
29 9352.04080782 493.068431832 14000.0
30 9582.93721365 230.034499096 14000.0
